symbol,t,o,h,l,c,v
HDFC,1457395200,1120,1150.8,1119,1146.45,3121092
HDFC,1457481600,1144,1145,1106,1128.65,3962894
HDFC,1457568000,1134.8,1157,1123.95,1153.15,4555206
HDFC,1457654400,1159,1167,1146.5,1160.5,2950536
HDFC,1457913600,1168,1175,1146.75,1158.7,1239365
HDFC,1458000000,1144,1148.7,1109.4,1111.35,3897662
HDFC,1458086400,1101.1,1128.7,1095.5,1125.95,3068113
HDFC,1458172800,1135.55,1152,1104,1108.05,4138764
HDFC,1458259200,1111.4,1133,1104,1129.3,4859516
HDFC,1458518400,1130,1155.85,1128.05,1151.25,3940026
HDFC,1458604800,1142.05,1174,1136,1168.1,3440836
HDFC,1458691200,1162.1,1167.7,1143.65,1162.75,2117350
HDFC,1459123200,1154.5,1170.25,1137.3,1143.35,3943656
HDFC,1459209600,1135.25,1142,1120.65,1125.75,3752026
HDFC,1459296000,1128.25,1131.35,1110.15,1115.3,4842266
HDFC,1459382400,1111,1118.95,1098,1105.6,9556036
HDFC,1459468800,1100,1117.8,1092.25,1113.4,3894156
HDFC,1459728000,1122.5,1124.25,1095.6,1103.7,3275522
HDFC,1459814400,1102,1111,1085.5,1103.45,4368286
HDFC,1459900800,1112.35,1112.35,1091.2,1102.05,2913779
HDFC,1459987200,1100,1100,1065.5,1070.85,4883634
HDFC,1460073600,1071.8,1082.85,1068.15,1079.55,1944688
HDFC,1460332800,1083.95,1084.7,1060.15,1079.8,3737043
HDFC,1460419200,1085,1091.95,1076.05,1090.5,1864121
HDFC,1460505600,1098.1,1117.45,1093.65,1114.95,3361554
HDFC,1460937600,1130,1139.4,1093.45,1132.4,3916572
HDFC,1461110400,1148.7,1158.65,1135,1140,4669646
HDFC,1461196800,1145,1157.45,1140.2,1150.1,6522775
HDFC,1461283200,1141,1152.05,1121.95,1131.9,2628319
HDFC,1461542400,1120,1127.5,1106.3,1112,1859499
HDFC,1461628800,1104,1131.85,1103.05,1127.3,2511483
HDFC,1461715200,1122.4,1128.5,1113.1,1121.5,1866265
HDFC,1461801600,1121,1126.4,1082.05,1085.55,5791623
HDFC,1461888000,1084.8,1102.25,1074.2,1088.45,4202421
HDFC,1462147200,1091.45,1097,1078.55,1091.9,2394549
HDFC,1462233600,1097,1116.55,1095.05,1099.6,3372825
HDFC,1462320000,1099,1138,1098,1129.9,4419894
HDFC,1462406400,1137,1176.2,1135,1162.65,4663686
HDFC,1462492800,1161,1173.95,1149.1,1167.8,2591447
HDFC,1462752000,1168.1,1207,1168.1,1203.6,2462695
HDFC,1462838400,1202.2,1220.45,1197,1218.55,2687851
HDFC,1462924800,1207.5,1221.5,1200.2,1203.8,3080420
HDFC,1463011200,1204,1212.45,1190,1195.85,1850802
HDFC,1463097600,1192,1203.1,1158.65,1166,2819653
HDFC,1463356800,1164.4,1191,1160.5,1186.45,2309079
HDFC,1463443200,1197.5,1230,1191.25,1217.85,3760375
HDFC,1463529600,1205.25,1214.3,1196.4,1208.2,4337073
HDFC,1463616000,1208.5,1208.55,1173.3,1175.85,2454891
HDFC,1463702400,1178.1,1193.8,1172.15,1179.55,3001619
HDFC,1463961600,1184,1187.25,1158.4,1160.25,1882187
HDFC,1464048000,1163.9,1177.9,1159.15,1172.75,1650889
HDFC,1464134400,1186,1212.45,1182.2,1207.05,2675175
HDFC,1464220800,1210.4,1235,1191.7,1228.25,2940863
HDFC,1464307200,1230,1268.4,1218.35,1255.55,3246784
HDFC,1464566400,1255.2,1259,1212.35,1233.95,2889133
HDFC,1464652800,1235.05,1247.8,1222.35,1237.7,5155776
HDFC,1464739200,1242.15,1248.35,1230,1243.25,2279936
HDFC,1464825600,1236.05,1263.5,1232.55,1260.55,1671551
HDFC,1464912000,1266,1268.8,1246,1254.9,1801598
HDFC,1465171200,1261,1264.95,1247.7,1251.65,1879964
HDFC,1465257600,1256.5,1260,1242.8,1251.3,2976354
HDFC,1465344000,1252.2,1267,1247.6,1262.5,2594901
HDFC,1465430400,1257,1258,1233.35,1237.5,2153365
HDFC,1465516800,1233,1251.7,1228,1230.4,2144364
HDFC,1465776000,1218.05,1225,1201.2,1205.35,4888040
HDFC,1465862400,1208.3,1209.4,1189,1198.2,2396987
HDFC,1465948800,1206.2,1209.4,1189.25,1205.15,2921199
HDFC,1466035200,1198,1205.8,1182.15,1200.95,1840887
HDFC,1466121600,1215,1235.9,1210.35,1227.3,2684017
HDFC,1466380800,1212,1234,1206,1227.55,2128249
HDFC,1466467200,1233,1242.4,1220,1238.15,2277146
HDFC,1466553600,1234,1241.8,1225,1238.35,2568936
HDFC,1466640000,1237.9,1249.45,1228.2,1245.5,1323818
HDFC,1466726400,1210,1225.9,1201,1222.75,2579159
HDFC,1466985600,1211.1,1229.75,1210.55,1214.6,1699797
HDFC,1467072000,1211.25,1231.65,1211.25,1228.9,1264518
HDFC,1467158400,1233.05,1251,1231.05,1248.55,1880015
HDFC,1467244800,1260,1266.25,1243.05,1253.6,4774341
HDFC,1467331200,1253.5,1262.8,1237.7,1242.35,2112124
HDFC,1467590400,1252,1266.1,1247,1256.25,1125696
HDFC,1467676800,1257.5,1263.45,1245.7,1260.7,1261841
HDFC,1467849600,1262,1295.4,1253.4,1290.55,2760950
HDFC,1467936000,1290,1301.7,1272.7,1286.9,2361470
HDFC,1468195200,1300,1322,1298.05,1314.1,1873706
HDFC,1468281600,1320.5,1337.8,1319.1,1333.75,1743750
HDFC,1468368000,1333,1337.75,1316.15,1330.45,3059127
HDFC,1468454400,1328.4,1340.2,1318.05,1336.95,1416877
HDFC,1468540800,1325.05,1370,1320,1364.1,2180001
HDFC,1468800000,1364,1386.4,1338,1346.35,2760273
HDFC,1468886400,1346.35,1355.95,1331.25,1338.55,2534832
HDFC,1468972800,1339.9,1345.8,1325.3,1334.45,2673186
HDFC,1469059200,1335.95,1345,1328.15,1332.9,1524359
HDFC,1469145600,1333.95,1361.15,1326.7,1357,1523892
HDFC,1469404800,1355.5,1387,1350.4,1382,2693450
HDFC,1469491200,1383.7,1385,1362.2,1367.45,2852587
HDFC,1469577600,1376.9,1398.1,1368.55,1387.7,3451819
HDFC,1469664000,1390.3,1410,1374,1402.15,5473387
HDFC,1469750400,1407.95,1407.95,1373,1374.5,3347082
HDFC,1470009600,1385,1397.45,1368,1374.3,3040038
HDFC,1470096000,1371.8,1373.35,1334.05,1342.15,3509100
HDFC,1470182400,1342.15,1342.15,1316.4,1325.45,3806460
HDFC,1470268800,1331.3,1333.7,1313.1,1320.15,2223224
HDFC,1470355200,1330,1350,1322.55,1342.1,2210679
HDFC,1470614400,1350,1370.6,1345.6,1367.45,2196658
HDFC,1470700800,1375,1376,1331.5,1343,3160963
HDFC,1470787200,1343.35,1349,1325.35,1337.15,2397117
HDFC,1470873600,1339,1353.1,1331,1348.45,2774737
HDFC,1470960000,1354,1383.8,1352.55,1382.15,4666213
HDFC,1471305600,1378,1385,1348.1,1358.55,3860834
HDFC,1471392000,1350.5,1372.45,1350.5,1366.9,2627238
HDFC,1471478400,1369.5,1377.75,1363.75,1374.3,2889535
HDFC,1471564800,1375,1376.15,1358.8,1369.4,2925379
HDFC,1471824000,1370,1380.8,1357.6,1377.55,2069513
HDFC,1471910400,1373.65,1380,1362.25,1375.15,1766716
HDFC,1471996800,1386.3,1386.8,1366.25,1382.85,1692693
HDFC,1472083200,1380.65,1390,1352.3,1357.5,1846727
HDFC,1472169600,1361.5,1371.15,1349,1366.35,1478521
HDFC,1472428800,1364.9,1379.5,1357.65,1375.5,1371236
HDFC,1472515200,1379.9,1394.25,1373.6,1392.1,2039705
HDFC,1472601600,1390.1,1414,1390,1405.45,5712564
HDFC,1472688000,1412,1430,1405.3,1424.75,2336511
HDFC,1472774400,1426.5,1441.95,1421.05,1439.15,2435712
HDFC,1473120000,1453,1462,1442,1458.05,2249067
HDFC,1473206400,1464,1464,1416.25,1427.15,2282112
HDFC,1473292800,1432.75,1442.8,1428.1,1437.8,1135659
HDFC,1473379200,1442,1442,1396.55,1410.65,3028457
HDFC,1473638400,1390,1410,1373.7,1399.05,2322859
HDFC,1473811200,1391.05,1397.9,1378.5,1392.2,2442783
HDFC,1473897600,1393.1,1412.5,1390.4,1410.05,1519406
HDFC,1473984000,1416.7,1417,1393,1397.35,5047304
HDFC,1474243200,1399.9,1401,1386,1392.8,1515698
HDFC,1474329600,1390,1396,1382.25,1393.1,2123466
HDFC,1474416000,1392.35,1406,1388.55,1392.35,2262794
HDFC,1474502400,1405.9,1419.4,1402,1413.25,2777234
HDFC,1474588800,1418,1427.2,1412,1425.1,1369990
HDFC,1474848000,1417.3,1424.2,1403.1,1412.45,1999367
HDFC,1474934400,1415.7,1423,1406,1418.9,1288154
HDFC,1475020800,1418.1,1432,1417.15,1423.55,1322605
HDFC,1475107200,1428.5,1432.95,1392.6,1401.4,3386269
HDFC,1475193600,1396.9,1399.2,1381.8,1393.45,2719424
HDFC,1475452800,1401,1430.2,1386,1425.5,1189432
HDFC,1475539200,1423.25,1435.2,1416.1,1432.4,2188072
HDFC,1475625600,1435,1437.35,1414.35,1423.15,1127576
HDFC,1475712000,1425.2,1433.9,1418.2,1426,1367425
HDFC,1475798400,1426,1426,1398.4,1403.7,1275355
HDFC,1476057600,1408,1412,1386.15,1391.45,966179
HDFC,1476316800,1385,1400,1335.05,1338.9,3233878
HDFC,1476403200,1340.8,1342,1312.9,1316.05,3014689
HDFC,1476662400,1321.95,1322.95,1297.15,1301.95,2134599
HDFC,1476748800,1307,1357.7,1306.55,1355.25,2217709
HDFC,1476835200,1358.9,1359.25,1336.15,1342.15,1840483
HDFC,1476921600,1348,1368,1345.3,1359.95,1708024
HDFC,1477008000,1361.45,1361.45,1331.05,1336.55,3175886
HDFC,1477267200,1341.35,1350,1333.05,1344,923522
HDFC,1477353600,1344.8,1349.25,1327.5,1340.1,1051311
HDFC,1477440000,1336.6,1343.95,1319,1334.65,1797435
HDFC,1477526400,1336.1,1383,1328.6,1378.55,3054221
HDFC,1477612800,1374.7,1393,1362.4,1391.7,2929858
HDFC,1477785600,1398,1398,1375,1377.5,110205
HDFC,1477958400,1382.6,1431.75,1377,1417.2,4195608
HDFC,1478044800,1400,1408.95,1392.25,1404.35,1717505
HDFC,1478131200,1400.9,1411.45,1395.7,1401.6,1447474
HDFC,1478217600,1408,1408,1377.55,1386.15,1818296
HDFC,1478476800,1401.35,1401.95,1373.35,1381.4,2013931
HDFC,1478563200,1381.4,1394.6,1366.1,1391.35,1611902
HDFC,1478649600,1335.55,1362.1,1310,1350.8,4422950
HDFC,1478736000,1361,1364.55,1311,1324.55,3981742
HDFC,1478822400,1310,1311.4,1263.25,1268.35,3340486
HDFC,1479168000,1258,1258,1201,1225.75,6489223
HDFC,1479254400,1237.7,1265.45,1221.8,1255.4,4265216
HDFC,1479340800,1260,1270.55,1238.1,1250.2,2462361
HDFC,1479427200,1250.2,1261.65,1243.4,1249.8,2742765
HDFC,1479686400,1250,1250,1213.75,1221.95,2648780
HDFC,1479772800,1230,1252.5,1225.8,1249.7,2649077
HDFC,1479859200,1250,1255,1205,1226.9,3248078
HDFC,1479945600,1217.1,1229.85,1212.1,1217.65,3969055
HDFC,1480032000,1227,1257.15,1210.2,1244.05,3185195
HDFC,1480291200,1236.1,1252,1234,1246.7,2670157
HDFC,1480377600,1241.6,1284.95,1241.6,1255.8,3448317
HDFC,1480464000,1254.2,1272.1,1237.55,1263.1,4722267
HDFC,1480550400,1268.4,1285.75,1259.2,1270,2474051
HDFC,1480636800,1260.4,1260.5,1233,1236.8,2832229
HDFC,1480896000,1236.8,1239.95,1183.15,1215.55,5623284
HDFC,1480982400,1218.05,1259.8,1218.05,1243.4,2799494
HDFC,1481068800,1246.4,1283.45,1246,1264.95,4418144
HDFC,1481155200,1270.5,1295,1270.5,1289.85,2704208
HDFC,1481241600,1287,1289.7,1260,1268.25,2333398
HDFC,1481500800,1266.9,1278,1254.15,1264.5,1219745
HDFC,1481587200,1269.4,1281.5,1250,1278.55,1656438
HDFC,1481673600,1279,1279,1257,1266.55,1628885
HDFC,1481760000,1262,1277.4,1255.25,1259.2,1731691
HDFC,1481846400,1262,1278,1262,1269.15,2775322
HDFC,1482105600,1263,1263.9,1242.65,1247.9,1279508
HDFC,1482192000,1245.9,1255.9,1227.8,1235.55,1935652
HDFC,1482278400,1242,1256.95,1230.25,1235.6,3217980
HDFC,1482364800,1234.8,1237.85,1213.25,1217.4,2238703
HDFC,1482451200,1217.4,1232.3,1208.25,1224.85,1560501
HDFC,1482710400,1220,1224.25,1206,1219.5,747342
HDFC,1482796800,1221.9,1237,1211.45,1232.15,872827
HDFC,1482883200,1238.9,1248.05,1222.9,1237.95,2032787
HDFC,1482969600,1234.7,1261.55,1229.9,1257.2,2005422
HDFC,1483056000,1263.35,1269.75,1249.5,1262.6,1388842
HDFC,1483315200,1272,1272,1213.7,1217.1,2369360
HDFC,1483401600,1218.7,1222.6,1200.5,1214,3203369
HDFC,1483488000,1215.8,1224.5,1197.25,1212.1,2805972
HDFC,1483574400,1215.7,1220.4,1205.1,1217.2,3339784
HDFC,1483660800,1219,1232,1218.8,1222.35,2774461
HDFC,1483920000,1225,1229,1212.6,1223.55,2016528
HDFC,1484006400,1225,1227.95,1213.05,1217.25,2669824
HDFC,1484092800,1224.7,1233,1218.2,1230.05,1353730
HDFC,1484179200,1234,1242.95,1217.6,1221.1,1477834
HDFC,1484265600,1224.95,1250.6,1222.15,1247.5,2131709
HDFC,1484524800,1245.1,1264,1240.25,1256.9,1694061
HDFC,1484611200,1258.35,1261,1234.95,1245.8,1185487
HDFC,1484697600,1246.3,1260.95,1245.65,1249.05,1491317
HDFC,1484784000,1251.7,1251.7,1232.9,1242.4,1599732
HDFC,1484870400,1236.15,1245,1230.6,1237.3,1408933
HDFC,1485129600,1234.7,1262,1232,1259.75,2265524
HDFC,1485216000,1263.1,1282,1260,1280.75,1937436
HDFC,1485302400,1284,1341.45,1279.7,1337.4,5273331
HDFC,1485475200,1329.15,1379,1329.15,1373.7,4017493
HDFC,1485734400,1370.4,1379.4,1360,1371.9,2427494
HDFC,1485820800,1371.45,1388.2,1353,1365.85,2588181
HDFC,1485907200,1370,1417.45,1369.65,1412.1,2637813
HDFC,1485993600,1411,1411,1385.7,1401.3,2336054
HDFC,1486080000,1401.5,1408,1385.6,1397.45,2144208
HDFC,1486339200,1402,1411.85,1388.6,1400.3,2029593
HDFC,1486425600,1399.6,1410,1388.4,1407.25,2731391
HDFC,1486512000,1410,1410,1383.8,1401.1,2263272
HDFC,1486598400,1402,1421.2,1385.65,1396.9,2389616
HDFC,1486684800,1408,1410,1382.8,1388.55,1637560
HDFC,1486944000,1398.4,1398.4,1372.6,1392.05,1638938
HDFC,1487030400,1398,1403.65,1388.05,1398.15,1564027
HDFC,1487116800,1399.9,1409.8,1389.5,1399.15,2323380
HDFC,1487203200,1394.15,1403,1386.25,1393.55,2017252
HDFC,1487289600,1425,1432.65,1400.2,1402.5,2075335
HDFC,1487548800,1401.55,1402.85,1386,1393.3,1470475
HDFC,1487635200,1393.1,1414,1389.85,1412.45,734159
HDFC,1487721600,1415,1415,1391.8,1394.1,2494083
HDFC,1487808000,1401,1404.9,1378,1385.7,4125739
HDFC,1488153600,1389.45,1389.45,1368.1,1375.7,2822066
HDFC,1488240000,1377,1383.95,1368.4,1370.05,2318175
HDFC,1488326400,1369.8,1405,1369.2,1400.55,2163448
HDFC,1488412800,1403,1415.4,1392,1399,2671884
HDFC,1488499200,1392.3,1397,1366,1371.2,1137208
HDFC,1488758400,1379,1392,1362.5,1365.95,2236116
HDFC,1488844800,1374.4,1374.4,1362.75,1365.4,1507326
HDFC,1488931200,1368.1,1376.8,1361.3,1367.7,2330472
HDFC,1489017600,1368.25,1381.9,1362.6,1371.5,2205255
HDFC,1489104000,1378,1383.35,1369,1373.8,1607599
HDFC,1489449600,1415.2,1428,1413.3,1424.15,6249576
HDFC,1489536000,1425.4,1435,1416.65,1426.1,2598530
HDFC,1489622400,1431.65,1454.75,1431.15,1450.25,3406772
HDFC,1489708800,1458.5,1458.5,1438.7,1451.2,3588003
HDFC,1489968000,1449.8,1464.95,1446.95,1457.75,1745773
HDFC,1490054400,1452.15,1473.45,1449.35,1458.4,2087458
HDFC,1490140800,1449.9,1454.75,1434.05,1442.3,1866922
HDFC,1490227200,1444.6,1460.9,1439.85,1456.65,2342002
HDFC,1490313600,1458,1467.25,1450,1462.6,1701119
HDFC,1490572800,1455,1478.5,1455,1474.7,2418666
HDFC,1490659200,1477.7,1508,1477.1,1504.1,2272786
HDFC,1490745600,1510.1,1531,1498.5,1522.05,3595260
HDFC,1490832000,1520,1528.4,1510.55,1519.95,8057156
HDFC,1490918400,1520.2,1520.2,1496.55,1502.1,2816509
HDFC,1491177600,1509.65,1537.2,1502.05,1533.65,2302442
HDFC,1491350400,1525.1,1530,1486.75,1490.15,4839266
HDFC,1491436800,1490,1490,1468.1,1482.6,3533800
HDFC,1491523200,1474.9,1494,1466.25,1484.75,2366116
HDFC,1491782400,1484,1484,1465.05,1467.5,2200153
HDFC,1491868800,1465.1,1486.95,1461.2,1476.85,2166320
HDFC,1491955200,1475,1476.45,1460,1466.65,2663565
HDFC,1492041600,1470,1484.7,1461.15,1474.9,1773012
HDFC,1492387200,1475,1494.45,1474.8,1479.55,1213004
HDFC,1492473600,1482,1491,1474,1480.05,1784505
HDFC,1492560000,1491.55,1492.3,1470.2,1490.2,1546962
HDFC,1492646400,1490,1531.75,1487.1,1517.1,2905255
HDFC,1492732800,1519.9,1526.75,1490.95,1507.45,1520049
HDFC,1492992000,1509.8,1538.55,1507.45,1530.7,1550370
HDFC,1493078400,1535,1557.6,1531,1548.4,2420240
HDFC,1493164800,1551.2,1590,1551.2,1586,3596629
HDFC,1493251200,1582,1589.95,1559.05,1566.5,4533632
HDFC,1493337600,1564.1,1566,1532.15,1537.15,2850999
HDFC,1493683200,1547,1590.75,1538.9,1584.75,4472856
HDFC,1493769600,1588,1591.85,1563,1571.3,4028393
HDFC,1493856000,1573,1587.4,1556,1564.35,5810079
HDFC,1493942400,1570.1,1570.2,1540.95,1546.85,2299986
HDFC,1494201600,1542,1549,1527.15,1529.5,1887869
HDFC,1494288000,1537.9,1542.8,1517.85,1523.5,2041977
HDFC,1494374400,1532,1575.25,1527.2,1572,2965910
HDFC,1494460800,1581,1581,1557,1565.3,2648011
HDFC,1494547200,1565,1566.2,1539.35,1549.8,1294006
HDFC,1494806400,1554.5,1572.6,1554.1,1559.5,1270297
HDFC,1494892800,1558,1569,1554,1566.55,2114918
HDFC,1494979200,1565.5,1570.95,1549.75,1552.5,2161434
HDFC,1495065600,1547,1558.6,1526.5,1537.05,2404372
HDFC,1495152000,1545,1548,1515.35,1520.6,2142433
HDFC,1495411200,1530,1530,1510.25,1519.85,1920867
HDFC,1495497600,1521.7,1537.2,1503.45,1511.5,1408855
HDFC,1495584000,1519,1541.75,1512.4,1524.85,2209471
HDFC,1495670400,1533.9,1546,1530.5,1539.75,4099792
HDFC,1495756800,1538.1,1563,1530.25,1547.9,1871008
HDFC,1496016000,1546,1601.25,1546,1598.85,3464406
HDFC,1496102400,1595.7,1604,1575.05,1579.5,1605211
HDFC,1496188800,1581,1596.15,1565.4,1569.85,4907685
HDFC,1496275200,1551.8,1587.4,1551.8,1583.75,2990228
HDFC,1496361600,1582,1612.8,1582,1604.65,3427957
HDFC,1496620800,1606.4,1612,1591.15,1606.15,2988075
HDFC,1496707200,1610,1624.85,1602.5,1605.75,2170920
HDFC,1496793600,1609.7,1611.5,1590.6,1599.35,1726464
HDFC,1496880000,1608.9,1635,1605,1633.55,2289492
HDFC,1496966400,1628,1649,1620.1,1647.2,2633241
HDFC,1497225600,1644,1651.8,1633.85,1647.5,2000556
HDFC,1497312000,1642.05,1682.2,1642.05,1667.65,2737084
HDFC,1497398400,1661.55,1668,1644,1651.1,6519614
HDFC,1497484800,1648.7,1653.7,1629.55,1636.85,5678766
HDFC,1497571200,1634.3,1651,1629.15,1640.85,2692532
HDFC,1497830400,1659,1660,1645.2,1654.2,2907637
HDFC,1497916800,1651.15,1660,1627.9,1631.5,2304515
HDFC,1498003200,1632.15,1638,1615.5,1628.25,2359678
HDFC,1498089600,1626.1,1660,1626.1,1653.8,3438975
HDFC,1498176000,1660,1661,1642.1,1651.35,2590704
HDFC,1498521600,1655.7,1667,1639.7,1651.05,3612290
HDFC,1498608000,1656.5,1658.8,1623.1,1629,1683069
HDFC,1498694400,1629.4,1654.9,1620.1,1632.2,2783220
HDFC,1498780800,1625,1625,1606.95,1614.95,1866235
HDFC,1499040000,1610.35,1629,1600.7,1621.65,1518180
HDFC,1499126400,1626.35,1646.5,1616.4,1640.65,1909048
HDFC,1499212800,1639.05,1640,1622.25,1629.1,1317408
HDFC,1499299200,1623.05,1654,1623.05,1647.9,2397552
HDFC,1499385600,1650,1650,1617,1629.15,3405664
HDFC,1499644800,1678,1678,1620.9,1638.85,380665
HDFC,1499731200,1640.4,1649.1,1629.9,1642.75,1547377
HDFC,1499817600,1647,1648,1626.05,1639.95,2067988
HDFC,1499904000,1640.2,1665,1640.2,1656.9,2728741
HDFC,1499990400,1649,1649.9,1637.05,1647.7,1214121
HDFC,1500249600,1649,1658.9,1645.55,1652.35,1080487
HDFC,1500336000,1655,1676.95,1649.1,1653,2073732
HDFC,1500422400,1661,1661,1641.85,1654.85,2812906
HDFC,1500508800,1665.1,1665.15,1642.8,1651,1042156
HDFC,1500595200,1655.7,1655.7,1622.35,1640.95,2044159
HDFC,1500854400,1646.8,1647,1626.3,1632.25,5390510
HDFC,1500940800,1643,1643,1627.35,1632.05,2986733
HDFC,1501027200,1635,1643.8,1620,1633.45,5038801
HDFC,1501113600,1647,1743.45,1642.15,1728.2,9028591
HDFC,1501200000,1717.5,1799.2,1709.1,1785.35,7936274
HDFC,1501459200,1783.9,1799.9,1751.2,1789.25,4669583
HDFC,1501545600,1787.25,1799,1754.7,1779.1,3259641
HDFC,1501632000,1777,1783.25,1760,1766.4,1960377
HDFC,1501718400,1774,1776.8,1725,1736.75,3975454
HDFC,1501804800,1725.3,1738.65,1721,1731.35,5369383
HDFC,1502064000,1731,1753,1720.1,1725.4,2372097
HDFC,1502150400,1729.9,1732.05,1701,1719.9,2915229
HDFC,1502236800,1718.9,1741.8,1705,1731.65,1817847
HDFC,1502323200,1728,1749.05,1699,1709.8,3177026
HDFC,1502409600,1686.5,1709.45,1681.4,1695.35,1987331
HDFC,1502668800,1700.8,1745.3,1691.3,1713.95,2144672
HDFC,1502841600,1722.8,1758,1715.1,1741.75,3357599
HDFC,1502928000,1748.75,1766,1720.25,1759.25,2408279
HDFC,1503014400,1757,1758.75,1725.25,1735.05,1897962
HDFC,1503273600,1737.2,1745.4,1730,1738.15,1685595
HDFC,1503360000,1743.9,1756.75,1737.6,1750.4,1505736
HDFC,1503446400,1750.25,1769,1747.7,1765.25,2858972
HDFC,1503532800,1764.6,1769,1746,1757.35,1560281
HDFC,1503878400,1765,1784.45,1756.45,1766.45,4268581
HDFC,1503964800,1754.5,1762.5,1725,1727.8,3262401
HDFC,1504051200,1741,1770,1738.5,1759.05,2399821
HDFC,1504137600,1762,1780.95,1746,1776.9,4646322
HDFC,1504224000,1776,1776,1751.65,1759.55,2115809
HDFC,1504483200,1767.8,1768.5,1742.05,1755.4,1660749
HDFC,1504569600,1754,1772.2,1748.05,1767.3,1287567
HDFC,1504656000,1754,1777,1749.2,1775,1904953
HDFC,1504742400,1773.1,1790.4,1752.1,1781.7,2919242
HDFC,1504828800,1782,1789.85,1774.1,1779.15,1617395
HDFC,1505088000,1782.5,1796,1776.35,1781.7,1803438
HDFC,1505174400,1792.8,1802,1768.7,1798.1,2319571
HDFC,1505260800,1795,1799.7,1773.6,1778.1,1953168
HDFC,1505347200,1777,1778.15,1763.05,1771.8,3630935
HDFC,1505433600,1761.1,1781.3,1758,1768.95,4778170
HDFC,1505692800,1774,1779.45,1763.6,1771.75,1878242
HDFC,1505779200,1775.15,1776.15,1751,1752.6,2407597
HDFC,1505865600,1746,1771,1746,1767.15,1907381
HDFC,1505952000,1766,1795.35,1764,1788.6,4404969
HDFC,1506038400,1785,1786.1,1770.15,1780.95,2208485
HDFC,1506297600,1777.8,1777.85,1738.9,1755.05,2021237
HDFC,1506384000,1755,1758.8,1728.1,1741.25,2493262
HDFC,1506470400,1757,1757,1715.8,1719.35,2823110
HDFC,1506556800,1720.1,1764.8,1713,1744.35,3640524
HDFC,1506643200,1749,1758.7,1730,1742.15,2811969
HDFC,1506988800,1753.1,1768,1734.15,1761.6,3369694
HDFC,1507075200,1762.1,1777.65,1750,1768.1,2256778
HDFC,1507161600,1772.3,1776,1748.1,1751.7,1318348
HDFC,1507248000,1752.2,1765.95,1733.25,1740,3033715
HDFC,1507507200,1739.9,1753.8,1731.2,1749.7,1512781
HDFC,1507593600,1748.55,1749.7,1737.3,1744.75,1956024
HDFC,1507680000,1750,1763.4,1741.95,1750.75,1251359
HDFC,1507766400,1752.15,1758.8,1742.1,1755.55,1570135
HDFC,1507852800,1752.1,1773.8,1752,1766.45,2721949
HDFC,1508112000,1771,1779.4,1746.05,1762.9,2650209
HDFC,1508198400,1760.8,1767.45,1751.3,1759.75,1432658
HDFC,1508284800,1759.75,1764.2,1749,1751.55,1747083
HDFC,1508371200,1751,1754.75,1738.9,1745.75,119832
HDFC,1508716800,1751.8,1751.8,1713,1722.4,2813675
HDFC,1508803200,1725,1732,1712,1722.3,1561822
HDFC,1508889600,1736.9,1737.9,1649.35,1677.65,3823429
HDFC,1508976000,1669.5,1707,1638,1692.35,6425264
HDFC,1509062400,1704,1716,1681.35,1699.05,1217140
HDFC,1509321600,1706.4,1722.8,1685.1,1705.8,2705599
HDFC,1509408000,1711,1727.8,1697.95,1707.4,2287919
HDFC,1509494400,1710,1760.1,1701.25,1754.3,3406418
HDFC,1509580800,1743.1,1769.85,1743.1,1762.25,2386293
HDFC,1509667200,1771,1790,1760.15,1776.3,1614278
HDFC,1509926400,1770,1799,1766,1790.2,1465290
HDFC,1510012800,1783.6,1804,1760.25,1764.65,2261156
HDFC,1510099200,1758.2,1777.95,1742.25,1747.45,2713933
HDFC,1510185600,1760,1760,1706,1725.85,3596933
HDFC,1510272000,1726,1726,1697.15,1709.5,2331920
HDFC,1510531200,1700.1,1705,1666.4,1670.3,3835863
HDFC,1510617600,1664,1682.55,1658,1661.4,3488363
HDFC,1510704000,1663,1676.4,1648.4,1650.9,2688079
HDFC,1510790400,1660,1672,1649.3,1664.4,4085012
HDFC,1510876800,1694,1720,1688.3,1705.5,4157219
HDFC,1511136000,1699.9,1706.75,1685,1689.2,3406045
HDFC,1511222400,1692.9,1706,1687,1694.5,3626597
HDFC,1511308800,1694.5,1724.95,1692.75,1718.15,3096864
HDFC,1511395200,1715,1720.95,1700.65,1704.6,1891748
HDFC,1511481600,1707.9,1715,1697.1,1711.05,1269395
HDFC,1511740800,1709,1714.55,1699.6,1711,1160941
HDFC,1511827200,1713.2,1737,1710,1725.5,2024236
HDFC,1511913600,1727.1,1727.1,1700.35,1704.15,5140571
HDFC,1512000000,1702,1703.85,1667.95,1675.7,6832920
HDFC,1512086400,1684.2,1685.75,1651.05,1658.8,2269479
HDFC,1512345600,1664.9,1685,1655.6,1680.4,3197224
HDFC,1512432000,1677,1690,1663.4,1679.5,2444540
HDFC,1512518400,1673.05,1675.4,1640.85,1648.4,3917846
HDFC,1512604800,1650,1660,1644.1,1655.55,2212536
HDFC,1512691200,1665,1688.1,1660,1682.95,3673846
HDFC,1512950400,1692,1718,1691,1709.95,2775331
HDFC,1513036800,1707.1,1715,1698,1710.8,3650373
HDFC,1513123200,1709.1,1716.65,1688.3,1696.7,2176285
